1	I	0	1012
2	I	1	1012
3	I	2	108
4	I	3	1012
5	I	4	1012
6	I	5	1012
7	I	6	1012
8	I	7	566
9	I	8	1012
10	I	9	1012
11	I	10	1012
12	I	11	1012
13	I	12	39
14	I	13	1012
15	I	14	1012
16	I	16	1012
17	I	17	1012
18	I	18	659
19	I	19	1012
20	I	20	1012
21	I	21	781
22	I	22	1012
23	I	23	1012
24	I	24	102
25	I	25	1012
26	I	26	1012
27	I	27	1012
28	I	28	1012
29	I	29	401
30	I	30	1012
31	I	32	1012
32	I	33	1012
33	I	34	939
34	I	35	1012
35	I	36	1012
36	I	37	1012
37	I	38	1012
38	I	39	776
39	I	40	1012
40	I	41	1012
41	I	42	696
42	I	43	1012
43	I	44	1012
44	I	46	88
45	I	47	1012
46	I	48	1012
47	I	49	1012
48	I	50	1012
49	I	51	499
50	I	52	1012
51	I	53	1012
52	I	54	1012
53	I	55	1009
54	I	56	1012
55	I	57	1012
56	I	58	1012
57	I	60	1012
58	I	61	693
59	I	62	1012
60	I	63	1012
61	I	64	777
62	I	65	1012
63	I	66	1012
64	I	67	129
65	I	68	1012
66	I	69	1012
67	I	70	1012
68	I	72	1012
69	I	73	445
70	I	74	1012
71	I	75	1012
72	I	76	1012
73	I	77	976
74	I	78	1012
75	I	79	1012
76	I	80	1012
77	I	81	1012
78	I	82	651
79	I	83	1012
80	I	84	1012
81	I	86	675
82	I	87	1012
83	I	88	1012
84	I	89	135
85	I	90	1012
86	I	91	1012
87	I	92	1012
88	I	93	1012
89	I	94	507
90	I	95	1012
91	I	96	1012
92	I	98	1012
93	I	99	987
94	I	100	1012
95	I	101	1012
96	I	102	1012
97	I	103	1012
98	I	104	743
99	I	105	1012
100	I	106	1012
101	I	107	770
102	I	108	1012
103	I	110	1012
104	I	111	129
105	I	112	1012
106	I	113	1012
107	I	114	1012
108	I	115	1012
109	I	116	396
110	I	117	1012
111	I	118	1012
112	I	119	1012
113	I	121	986
114	I	122	1012
115	I	123	1012
116	I	124	1012
117	I	125	1012
118	I	126	743
119	I	127	1012
120	I	128	1012
121	I	129	748
122	I	130	1012
123	I	132	1012
124	I	133	67
125	I	134	1012
126	I	135	1012
127	I	136	1012
128	I	137	1012
129	I	138	546
130	I	139	1012
131	I	140	1012
132	I	141	1012
133	I	142	988
134	I	143	1012
135	I	144	1012
136	I	146	1012
137	I	147	1012
138	I	148	762
139	I	149	1012
140	I	150	1012
141	I	151	736
142	I	152	1012
143	I	153	1012
144	I	154	105
145	I	155	1012
146	I	156	1012
147	I	157	1012
148	I	159	1012
149	I	160	485
150	I	161	1012
151	I	162	1012
152	I	163	1012
153	I	164	1000
154	I	165	1012
155	I	166	1012
156	I	167	1012
157	I	168	1012
158	I	169	693
159	I	171	1012
160	I	172	1012
161	I	173	653
162	I	174	1012
163	I	175	1012
164	I	176	20
165	I	177	1012
166	I	178	1012
167	I	179	1012
168	I	180	1012
169	I	181	401
170	I	182	1012
171	I	184	1012
172	I	185	1012
173	I	186	1012
174	I	187	9
175	I	188	1012
176	I	189	1012
177	I	190	1012
178	I	191	1012
179	I	192	581
180	I	193	1012
181	I	194	1012
182	I	195	745
183	I	197	1012
184	I	198	1012
185	I	199	42
186	I	200	1012
187	I	201	1012
188	I	202	1012
189	I	203	1012
190	I	204	469
191	I	205	1012
192	I	206	1012
193	I	207	1012
194	I	209	1012
195	I	210	103
196	I	211	1012
197	I	212	1012
198	I	213	1012
199	I	214	1012
200	I	215	720
201	I	216	1012
202	I	217	1012
203	I	218	779
204	I	220	1012
205	I	221	1012
206	I	222	41
207	I	223	1012
208	I	224	1012
209	I	225	1012
210	I	226	1012
211	I	227	471
212	I	228	1012
213	I	229	1012
214	I	230	1012
215	I	231	1012
216	I	232	109
217	I	233	1012
218	I	235	1012
219	I	236	1012
220	I	237	1012
221	I	238	558
222	I	239	1012
223	I	240	1012
224	I	241	703
225	I	242	1012
226	I	243	1012
227	I	244	34
228	I	245	1012
229	I	246	1012
230	I	248	1012
231	I	249	1012
232	I	250	255
233	I	251	1012
234	I	252	1012
235	I	253	1012
236	I	254	1012
237	I	255	173
238	I	256	1012
239	I	257	1012
240	I	258	1012
241	I	259	1012
242	I	260	511
243	I	261	1012
244	I	263	1012
245	I	264	746
246	I	265	1012
247	I	266	937
248	I	267	1012
249	I	268	1012
250	I	269	1012
251	I	270	1012
252	I	271	258
253	I	272	1012
254	I	273	1012
255	I	274	1012
256	I	276	1012
257	I	277	124
258	I	278	1012
259	I	279	1012
260	I	280	1012
261	I	281	1012
